id,name,neighbourhood,latitude,longitude,host_id,host_name,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,ratings,bedrooms,beds,baths
197677,Rental unit in Sumida,Sumida Ku,35.71707,139.82608,964081,Yoshimi & Marek,Entire home/apt,11000,3,173,1.21,24,4.78,1.0,2.0,1.0
776070,Home in Kita-ku,Kita Ku,35.73844,139.76917,801494,Kei,Private room,7208,3,243,1.89,67,4.98,1.0,1.0,1.0
3427384,Rental unit in Edogawa,Edogawa Ku,35.68374,139.85971,13018876,Masakatsu,Entire home/apt,7847,2,100,0.93,231,4.82,1.0,2.0,1.0
905944,Rental unit in Shibuya,Shibuya Ku,35.67878,139.67847,4847803,Best Stay In Tokyo!,Entire home/apt,23066,3,186,1.49,229,4.76,2.0,4.0,1.0
3514008,Rental unit in Arakawa-ku,Arakawa Ku,35.72672,139.78201,17694529,Hisao,Entire home/apt,2871,1,269,2.59,11,4.86,1.0,2.0,1.0
1016831,Home in Setagaya,Setagaya Ku,35.658,139.67134,5596383,Wakana,Private room,16000,1,244,1.96,101,4.94,1.0,2.0,1.0
3563698,Rental unit in Machida,Machida Shi,35.58911,139.48023,11583876,Ken,Entire home/apt,4814,3,120,1.11,224,4.87,1.0,2.0,1.0
3572139,Home in Toshima-ku,Toshima Ku,35.72784292965493,139.73408415595273,15514130,Tomo,Entire home/apt,31229,3,201,2.1,196,4.85,3.0,6.0,1.0
1249571,Home in Shibuya,Shibuya Ku,35.65111,139.72165,6809418,Yume,Entire home/apt,54782,7,116,0.97,189,4.96,1.0,1.0,1.0
3623844,Rental unit in Edogawa,Edogawa Ku,35.68358,139.85985,13018876,Masakatsu,Entire home/apt,7538,2,77,0.77,210,4.86,1.0,4.0,1.0
3689244,Rental unit in Shibuya-ku,Shibuya Ku,35.67205,139.67877,18776800,LiveinAsia,Entire home/apt,32714,3,26,0.25,97,4.69,2.0,3.0,1.0
1263000,Home in Setagaya,Setagaya Ku,35.60742,139.67616,6876728,Haruko,Private room,7571,2,186,1.53,282,4.79,1.0,2.0,1.0
1298200,Home in Katsushika,Katsushika Ku,35.73987,139.85176,6606987,K & N,Entire home/apt,16000,1,369,3.03,116,4.93,2.0,4.0,2.0
1306664,Rental unit in Shinjuku,Shinjuku Ku,35.70263,139.74147,7103955,Masaharu,Entire home/apt,39143,3,186,1.57,13,4.91,1.0,1.0,1.0
3744742,Rental unit in Kita-ku,Kita Ku,35.76105,139.716,19152993,Sei,Entire home/apt,8714,3,220,2.08,252,4.3,1.0,5.0,1.0
3775528,Home in Setagaya,Setagaya Ku,35.62942,139.63077,19358663,Mikako,Private room,14416,1,86,0.8,103,4.98,1.0,1.0,1.0
1394124,Home in Meguro,Meguro Ku,35.62039,139.69983,5710367,David,Entire home/apt,29286,2,265,2.2,67,4.77,2.0,2.0,2.0
3793206,Rental unit in 新宿区,Shinjuku Ku,35.69847,139.70432,8142772,Min & Haru,Private room,6551,2,226,2.1,40,4.9,1.0,1.0,1.0
3814258,Rental unit in Suginami-ku,Suginami Ku,35.70293,139.60045,19611972,岩間,Entire home/apt,7964,3,191,1.8,71,4.73,1.0,3.0,1.0
3838856,Home in Shinjuku,Shibuya Ku,35.68245,139.69009,4626879,Tracey,Entire home/apt,23124,1,204,1.91,143,4.88,3.0,5.0,1.0
1571298,Rental unit in 新宿区,Shinjuku Ku,35.69847,139.70433,8142772,Min & Haru,Shared room,5980,2,179,1.5,195,4.81,1.0,8.0,1.0
1574946,Rental unit in 新宿区,Shinjuku Ku,35.69848,139.70433,8142772,Min & Haru,Shared room,5980,2,154,1.3,193,4.82,1.0,8.0,1.0
1600454,Home in Setagaya,Setagaya Ku,35.65897,139.60988,8529477,Mari,Private room,3300,2,45,0.38,26,4.8,1.0,1.0,1.0
3871442,Rental unit in Suginami-ku,Suginami Ku,35.70399,139.59775,18776800,LiveinAsia,Entire home/apt,14857,3,36,0.34,1,4.86,1.0,1.0,1.0
3886601,Home in Shibuya,Shibuya Ku,35.64966,139.72181,10415965,Azabu,Entire home/apt,46143,10,139,1.3,174,4.6,3.0,6.0,1.0
1732795,Home in Katsushika,Katsushika Ku,35.73784,139.85201,6606987,K & N,Entire home/apt,35343,1,336,2.85,172,4.9,4.0,5.0,2.0
1749157,Home in Ōta-ku,Ota Ku,35.58958,139.72636,9203725,Tokyo,Entire home/apt,75000,2,59,0.5,150,4.78,6.0,9.0,2.0
3920124,Home in Higashimurayama-shi,Higashimurayama Shi,35.76577,139.44678,20307199,Hotaka,Entire home/apt,43249,30,133,1.34,364,4.9,2.0,6.0,1.0
1919541,Home in Shinagawaku,Shinagawa Ku,35.61794,139.72313,9951050,Takashi&Li,Private room,5000,30,234,2.0,95,4.87,1.0,1.0,1.0
3956263,Tiny home in Shibuya,Shibuya Ku,35.67813,139.67913,4847803,Best Stay In Tokyo!,Entire home/apt,15858,2,112,1.06,124,4.79,2.0,3.0,1.0
1997959,Condo in 世田谷区,Setagaya Ku,35.63858,139.64624,10294366,Ryusuke,Entire home/apt,33000,4,118,1.04,290,4.91,2.0,2.0,1.0
4047596,Condo in Shinagawa,Shinagawa Ku,35.62633,139.7235,6504053,Bryan,Entire home/apt,30000,6,215,2.02,151,4.84,2.0,4.0,1.0
2238472,Home in Shibuya-ku,Shibuya Ku,35.67191,139.68367,11430874,Kako & Keiko,Private room,35000,2,165,1.46,32,4.94,1.0,4.0,2.0
2491507,Rental unit in 新宿区,Shinjuku Ku,35.69847,139.70433,8142772,Min & Haru,Shared room,5980,2,89,0.79,195,4.77,1.0,8.0,1.0
2602722,Rental unit in 新宿区,Shinjuku Ku,35.69848,139.70433,8142772,Min & Haru,Shared room,5980,2,169,1.5,188,4.82,1.0,8.0,1.0
4141228,Rental unit in Nakano-ku,Nakano Ku,35.73417,139.63328,17736560,タツロウ (Taturo),Entire home/apt,10091,3,83,0.83,90,4.72,1.0,1.0,1.0
2602791,Rental unit in 新宿区,Shinjuku Ku,35.69848,139.70435,8142772,Min & Haru,Shared room,5980,2,74,0.66,195,4.73,1.0,8.0,1.0
2645379,Rental unit in 新宿区,Shinjuku Ku,35.69848,139.70433,8142772,Min & Haru,Shared room,5980,2,73,0.65,191,4.75,1.0,8.0,1.0
4396219,Rental unit in Suginami-ku,Suginami Ku,35.70399,139.59775,18776800,LiveinAsia,Entire home/apt,16071,3,44,0.42,53,4.82,1.0,2.0,1.0
2803972,Guest suite in Akishima-shi,Akishima Shi,35.70561,139.37975,13465066,Tomoyuki&Maki,Entire home/apt,4600,3,36,0.34,36,4.77,1.0,1.0,1.0
4396221,Rental unit in Suginami-ku,Suginami Ku,35.70399,139.59775,18776800,LiveinAsia,Entire home/apt,18071,3,23,0.23,130,4.57,1.0,1.0,1.0
2839061,Home in Bunkyō-ku,Bunkyo Ku,35.72035,139.76445,4839990,Toshiyuki,Private room,9082,4,93,0.96,38,4.89,1.0,1.0,2.0
4495014,Rental unit in Kita-ku,Kita Ku,35.76111,139.71576,19152993,Sei,Entire home/apt,10514,3,206,2.0,240,4.5,1.0,5.0,1.0
2867835,Rental unit in 足立区,Adachi Ku,35.79124,139.79102,9360394,Vann Amor,Entire home/apt,12200,7,8,0.08,83,4.25,1.0,3.0,1.0
2883497,Hut in Taito,Taito Ku,35.72208,139.78049,6969809,Kota,Entire home/apt,22243,1,273,2.48,217,4.75,2.0,6.0,1.0
4540924,Rental unit in Hino-shi,Hino Shi,35.68587,139.39428,23416902,Naga,Entire home/apt,8506,5,40,0.39,339,4.51,1.0,3.0,1.0
2883753,Rental unit in 足立区,Adachi Ku,35.791368746081226,139.79204721255772,9360394,Vann Amor,Entire home/apt,12200,7,3,0.05,83,4.33,1.0,3.0,1.0
4606903,Rental unit in Mitaka-shi,Mitaka Shi,35.680981,139.538055,23871736,Matsuda,Private room,23571,3,26,0.3,107,5.0,1.0,2.0,1.0
2883869,Rental unit in 足立区,Adachi Ku,35.79166,139.79285,9360394,Vann Amor,Entire home/apt,6266,7,5,0.05,83,4.6,1.0,1.0,1.0
3085134,Home in Shibuya,Shibuya Ku,35.65174,139.72175,10415965,Azabu,Entire home/apt,46714,9,136,1.24,235,4.74,2.0,4.0,1.0
4616579,Rental unit in Nakano-ku,Nakano Ku,35.73414,139.63305,17736560,タツロウ (Taturo),Entire home/apt,10091,3,79,0.78,90,4.84,1.0,1.0,1.0
4673248,Rental unit in Mitaka-shi,Mitaka Shi,35.680981,139.538055,23871736,Matsuda,Entire home/apt,25571,3,40,0.4,100,4.89,2.0,4.0,2.0
3339222,Rental unit in 板橋区成増,Itabashi Ku,35.77932,139.63338,16241464,Kaori,Entire home/apt,6000,1,60,0.63,61,4.63,1.0,2.0,1.0
3364169,Rental unit in 台東区,Taito Ku,35.7223,139.80049,16973429,Hirano San,Entire home/apt,10000,5,131,1.21,208,4.73,1.0,4.0,1.0
4750169,Rental unit in Hino-city,Hino Shi,35.68548,139.39496,23416902,Naga,Entire home/apt,9963,5,44,0.44,149,4.45,1.0,3.0,1.0
3372902,Rental unit in Meguro-ku,Meguro Ku,35.61728,139.6679,17018818,Miri,Entire home/apt,6800,2,142,1.31,181,4.58,2.0,2.0,1.0
4813245,Townhouse in Toshima-ku,Toshima Ku,35.73055,139.68657,9782688,Kevin,Entire home/apt,26217,4,146,1.44,233,4.61,3.0,4.0,1.0
4817291,Rental unit in Taito-ku,Taito Ku,35.72804,139.79048,23595333,Keiko,Entire home/apt,14000,3,279,2.74,76,4.95,1.0,2.0,1.0
6803014,Home in 港区,Minato Ku,35.63612,139.72575,35614067,Kan,Entire home/apt,27000,3,161,1.66,250,4.94,1.0,1.0,1.0
6805147,Townhouse in 足立区,Adachi Ku,35.76922,139.77947,35623696,巍,Entire home/apt,20000,2,95,1.0,145,4.64,4.0,4.0,3.0
4849854,Villa in Hachioji,Hachioji Shi,35.63738,139.2863,400207807,さやか,Entire home/apt,17571,2,169,1.63,320,4.85,2.0,2.0,1.0
4888140,Rental unit in Kita,Kita Ku,35.76117,139.71597,19152993,Sei,Entire home/apt,10600,3,210,2.07,88,4.45,1.0,4.0,1.0
6812578,Home in Shinagawa-ku,Shinagawa Ku,35.62302,139.70141,26386727,Mami,Private room,8014,2,228,2.38,8,4.92,1.0,2.0,1.0
4917347,Rental unit in Katsushika,Katsushika Ku,35.73816,139.85174,7740848,K Family,Entire home/apt,14614,1,287,2.8,18,4.93,1.0,5.0,1.0
6837981,Loft in Sumida-ku,Sumida Ku,35.71848,139.81109,33170407,Hiroyoshi,Entire home/apt,12857,1,70,0.72,26,4.74,1.0,2.0,1.0
4925503,Rental unit in Shibuya-ku,Shibuya Ku,35.67923,139.67571,25370510,Mitsuko,Entire home/apt,8286,2,188,2.15,46,4.6,1.0,2.0,1.0
6838363,Loft in Sumida-ku,Sumida Ku,35.71893,139.81294,33170407,Hiroyoshi,Entire home/apt,12857,1,76,0.79,33,4.74,1.0,4.0,1.0
4925745,Home in Taitou-ku,Taito Ku,35.72951,139.79137,23595333,Keiko,Entire home/apt,27000,2,317,3.25,130,4.93,2.0,3.0,1.0
6838964,Loft in Sumida-ku,Sumida Ku,35.72,139.81074,33170407,Hiroyoshi,Entire home/apt,12857,1,66,0.68,21,4.77,1.0,2.0,1.0
4926317,Rental unit in Shibuya-ku,Shibuya Ku,35.68068,139.6753,25370510,Mitsuko,Entire home/apt,10000,2,273,2.66,49,4.5,1.0,1.0,1.0
6854721,Home in Kōtō-ku,Koto Ku,35.67986,139.81736,21769906,Decoboco,Entire home/apt,12429,1,146,1.5,126,4.92,2.0,2.0,1.0
4926426,Rental unit in Shibuya-ku,Shibuya Ku,35.67933,139.67511,25370510,Mitsuko,Entire home/apt,8571,2,230,2.32,60,4.59,1.0,1.0,1.0
6856801,Rental unit in Suginami-ku,Suginami Ku,35.70402,139.5977,18776800,LiveinAsia,Entire home/apt,14714,3,55,0.6,132,4.75,1.0,1.0,1.0
4958750,Home in Edogawa-ku,Edogawa Ku,35.73673,139.88586,20993205,Seiichi & Keiko,Private room,6500,5,99,0.99,55,5.0,1.0,4.0,1.0
6874108,Rental unit in Shinjuku-ku,Shinjuku Ku,35.70159,139.70653,269182185,Sumifuku,Entire home/apt,19573,1,160,1.66,6,4.6,2.0,2.0,1.0
5070495,Rental unit in Nakano-ku,Nakano Ku,35.73496,139.63132,17736560,タツロウ (Taturo),Entire home/apt,10091,3,81,0.8,90,4.81,1.0,1.0,1.0
6875368,Home in Taito-ku,Taito Ku,35.72413,139.77771,35340956,Yoshio,Private room,5500,2,144,1.49,81,4.9,1.0,2.0,1.0
6914633,Loft in 杉並区,Suginami Ku,35.70565,139.65262,33705289,Tomomasa,Entire home/apt,7800,1,250,2.58,77,4.76,2.0,2.0,1.0
5128293,Rental unit in 新宿区,Shinjuku Ku,35.69872,139.70276,8142772,Min & Haru,Shared room,5980,2,156,1.53,187,4.87,1.0,8.0,1.0
6939941,Hostel in Kōtō-ku,Koto Ku,35.68288,139.81552,30883070,Takeshi,Private room,5450,1,363,3.73,81,4.58,1.0,1.0,1.0
5198467,Home in Bunkyō-ku,Bunkyo Ku,35.72129,139.76323,25911199,Aya,Entire home/apt,34800,3,47,0.46,297,4.79,2.0,5.0,1.0
5217466,Rental unit in Nakano-ku,Nakano Ku,35.73404,139.63128,17736560,タツロウ (Taturo),Entire home/apt,10091,3,100,0.98,90,4.83,1.0,1.0,1.0
7038511,Villa in Nerima-ku,Itabashi Ku,35.76456,139.67015,29681737,文娟,Private room,7537,1,57,0.59,342,4.82,1.0,1.0,2.0
5262640,Rental unit in Nakano-ku,Nakano Ku,35.73445,139.63139,17736560,タツロウ (Taturo),Entire home/apt,10091,3,60,0.6,90,4.83,1.0,1.0,1.0
5262658,Rental unit in Nakano-ku,Nerima Ku,35.73588,139.63159,17736560,タツロウ (Taturo),Entire home/apt,10091,3,127,1.25,90,4.84,1.0,1.0,1.0
7038653,Home in Nerima-ku,Nerima Ku,35.76288,139.66803,29681737,文娟,Private room,7880,1,15,0.16,25,4.93,1.0,1.0,3.0
7038739,Villa in Nerima-ku,Nerima Ku,35.76455,139.66829,29681737,文娟,Private room,8251,1,30,0.31,319,5.0,1.0,2.0,2.0
7043818,Rental unit in Shinjuku-ku,Shinjuku Ku,35.68804,139.72024,34076095,Yumi,Entire home/apt,23168,5,158,1.63,134,4.88,2.0,2.0,1.0
5410242,Rental unit in Suginami-ku,Suginami Ku,35.70055,139.60022,28045851,Steve,Entire home/apt,10688,4,58,0.64,124,4.88,1.0,2.0,1.0
7057399,Rental unit in Edogawa-ku,Edogawa Ku,35.70208,139.84227,37012733,Mariko,Entire home/apt,4300,6,56,0.64,22,4.68,1.0,2.0,1.0
7123125,Condo in Minato-ku,Minato Ku,35.65681,139.75271,37312047,Kae,Entire home/apt,25000,30,68,0.71,168,4.9,2.0,2.0,1.0
7136098,Loft in 杉並区,Suginami Ku,35.70522,139.65431,33705289,Tomomasa,Entire home/apt,7800,1,102,1.06,114,4.66,2.0,2.0,1.0
7149882,Rental unit in Toshima-ku,Toshima Ku,35.73334,139.70837,29253527,Momo,Entire home/apt,28000,2,171,1.78,56,4.65,3.0,8.0,1.0
5633430,Rental unit in Nakano-ku,Nerima Ku,35.7359,139.63151,17736560,タツロウ (Taturo),Entire home/apt,10091,3,43,0.43,82,4.79,1.0,1.0,1.0
7170836,Home in Katsushika-ku,Katsushika Ku,35.72358,139.85843,37525225,鹰,Entire home/apt,25000,2,135,1.97,315,4.93,4.0,1.0,2.0
5641920,Rental unit in Nakano-ku,Nakano Ku,35.7348,139.63141,17736560,タツロウ (Taturo),Entire home/apt,10091,3,27,0.27,90,4.78,2.0,1.0,1.0
5661072,Rental unit in Shinjuku-ku,Shinjuku Ku,35.70035,139.6967,21504159,Michi,Entire home/apt,16429,2,136,1.35,69,4.4,1.0,3.0,1.0
7227038,Rental unit in Minato-ku,Minato Ku,35.65612,139.73437,37836517,Akari,Entire home/apt,24214,2,236,2.43,213,4.83,1.0,3.0,1.0
5673677,Home in Setagaya-ku,Setagaya Ku,35.66432,139.65839,15282125,Kanako,Private room,9500,6,64,0.67,58,4.98,1.0,2.0,1.0
7281726,Guest suite in Machida-shi,Machida Shi,35.55741,139.45917,38131090,怜子,Entire home/apt,10000,1,39,0.5,48,5.0,3.0,3.0,1.0
5738050,Home in Ōta-ku,Ota Ku,35.56976,139.69158,29758027,Chieko,Entire home/apt,5000,3,165,1.64,44,4.86,1.0,4.0,1.0
7349832,Rental unit in Edogawa-ku,Edogawa Ku,35.70157,139.84156,37012733,Mariko,Entire home/apt,4700,6,73,0.76,25,4.66,1.0,2.0,1.0
5876019,Home in Higashimurayama-shi,Higashimurayama Shi,35.76544,139.44477,20307199,Hotaka,Entire home/apt,15000,5,73,0.74,364,4.94,1.0,1.0,1.0
7353004,Rental unit in Hino-shi,Hino Shi,35.68521,139.39257,38526810,Yoshi,Entire home/apt,6400,4,34,0.5,341,4.62,1.0,4.0,1.0
5932309,Home in Kita-ku,Kita Ku,35.74408,139.72525,30745996,Chie,Entire home/apt,9171,2,233,2.35,84,4.69,2.0,2.0,1.0
7358397,Rental unit in Taito,Taito Ku,35.70511,139.79276,37545792,Harumi,Entire home/apt,29829,2,183,1.94,53,4.97,1.0,2.0,1.0
5936568,Rental unit in Machida,Machida Shi,35.56134,139.46284,22038803,Suda,Entire home/apt,4980,5,65,0.65,104,4.49,1.0,1.0,1.0
5949669,Hostel in Kōtō-ku,Koto Ku,35.68285,139.81551,30883070,Takeshi,Private room,6107,1,376,3.86,61,4.58,1.0,1.0,1.0
7370013,Hostel in Kōtō-ku,Koto Ku,35.68288,139.81552,30883070,Takeshi,Private room,5391,1,355,3.67,71,4.61,1.0,2.0,1.0
5963368,Villa in Nerima-ku,Nerima Ku,35.7646,139.66835,29681737,文娟,Private room,8251,1,39,0.4,349,4.72,1.0,1.0,2.0
5979941,"Home in Kanamachi,",Katsushika Ku,35.76776,139.86466,30840659,Guesthouse,Private room,5213,2,33,0.33,42,4.82,2.0,4.0,1.0
6050643,Hut in Higashimurayama-shi,Higashimurayama Shi,35.76676,139.44505,20307199,Hotaka,Entire home/apt,28833,2,62,0.62,116,4.97,2.0,2.0,1.0
7406024,Home in Fuchu,Fuchu Shi,35.67394,139.51309,36829680,Jimmy'S Family,Entire home/apt,14514,3,74,0.78,140,4.88,3.0,2.0,1.0
7450080,Home in Suginami,Suginami Ku,35.68163,139.65261,39017078,Lina,Private room,97800,180,192,1.99,365,4.66,1.0,2.0,1.0
6164909,Home in Kita-ku,Kita Ku,35.75788,139.72151,24219962,Hiroya,Private room,3500,3,70,0.71,5,4.3,1.0,1.0,2.0
7611258,Home in Suginami-ku,Suginami Ku,35.70366,139.62997,38655722,"Top Edge Co., Ltd.",Private room,4200,1,41,0.43,42,4.41,1.0,1.0,1.0
6365363,Loft in Sumida-ku,Sumida Ku,35.71865,139.81069,33170407,Hiroyoshi,Entire home/apt,12857,1,43,0.44,45,4.72,1.0,2.0,1.0
6380625,Home in Suginami-ku,Suginami Ku,35.67951,139.64878,33088758,Nayu,Entire home/apt,19857,3,156,1.59,102,4.86,1.0,2.0,1.0
7688270,Home in Toshima,Toshima Ku,35.72389,139.70795,40344857,Yuko And Ken,Entire home/apt,25286,1,281,2.93,27,4.7,3.0,10.0,1.0
7718263,Rental unit in Shinjuku City,Shinjuku Ku,35.70015,139.69946,40553944,Katutoshi,Entire home/apt,16212,2,9,1.1,69,4.67,1.0,3.0,1.0
6439108,Rental unit in Setagaya-ku,Setagaya Ku,35.66106,139.66859,10705201,Daisuke,Entire home/apt,13429,2,228,2.32,286,4.97,1.0,3.0,1.0
6505073,Rental unit in Kita-ku,Kita Ku,35.76111,139.71576,19152993,Sei,Entire home/apt,10971,3,228,2.35,212,4.51,1.0,5.0,1.0
7782741,Home in Shinjuku-ku,Shinjuku Ku,35.70309,139.70166,40951044,Lei,Entire home/apt,49015,2,152,1.63,185,4.68,3.0,7.0,2.0
6562355,Home in Machida-shi,Machida Shi,35.55057,139.45385,2008948,Miharu,Private room,5767,1,39,0.44,150,4.85,1.0,1.0,1.0
7876373,Rental unit in Chūō-ku,Chuo Ku,35.68842,139.77816,41516927,Yoshihito,Shared room,4924,2,138,1.6,141,4.58,1.0,2.0,2.0
7876385,Rental unit in Chūō-ku,Chuo Ku,35.68903,139.77667,41516927,Yoshihito,Shared room,5156,1,187,2.16,188,4.63,1.0,1.0,3.0
6636522,Rental unit in Bunkyō-ku,Bunkyo Ku,35.71773,139.74374,34735989,Shigeru,Private room,4000,1,220,2.36,142,4.64,1.0,1.0,1.0
7876639,Rental unit in Chūō-ku,Chuo Ku,35.68699,139.77643,41516927,Yoshihito,Shared room,4582,2,141,1.62,138,4.67,1.0,2.0,2.0
6646878,Home in Setagaya,Setagaya Ku,35.65191,139.66968,34561184,Toshiro & Tanya,Private room,9980,1,95,0.97,333,4.94,1.0,1.0,1.0
7901470,Rental unit in Arakawa-ku,Arakawa Ku,35.72671,139.782,17694529,Hisao,Entire home/apt,2886,1,383,4.0,12,4.87,1.0,2.0,1.0
6648293,Rental unit in Shinagawa-ku,Shinagawa Ku,35.61486,139.726,5749679,Sayoko,Entire home/apt,7286,2,298,3.05,109,4.74,1.0,1.0,1.0
7901621,Rental unit in Arakawa-ku,Arakawa Ku,35.72672,139.78201,17694529,Hisao,Entire home/apt,2871,1,267,2.84,10,4.88,1.0,2.0,1.0
6749824,Home in Taito-ku,Taito Ku,35.7242,139.77766,35340956,Yoshio,Private room,5000,2,127,1.46,69,4.87,1.0,1.0,1.0
7903097,Home in 板橋区,Itabashi Ku,35.75915,139.68365,9542500,Jiang,Private room,5196,3,85,0.91,138,4.81,1.0,1.0,1.0
6768640,Loft in Sumida-ku,Sumida Ku,35.71818,139.81237,33170407,Hiroyoshi,Entire home/apt,12857,1,42,0.44,23,4.67,1.0,2.0,1.0
7911710,Home in 板橋区,Itabashi Ku,35.76123,139.68315,9542500,Jiang,Private room,5423,3,79,0.83,114,4.83,1.0,1.0,1.0
6785470,Rental unit in Kodaira-shi,Kodaira Shi,35.72576,139.50954,35525878,Kanako,Entire home/apt,5100,5,59,0.62,122,4.9,2.0,3.0,1.0
7915597,Home in Suginami-ku,Suginami Ku,35.70366,139.62999,38655722,"Top Edge Co., Ltd.",Private room,4000,1,42,0.44,33,4.21,1.0,1.0,1.0
6800607,Rental unit in Nakano-ku,Nerima Ku,35.73624,139.63247,17736560,タツロウ (Taturo),Entire home/apt,10091,3,42,0.43,90,4.76,1.0,1.0,1.0
7938869,Townhouse in Shibuya-ku,Shibuya Ku,35.65191,139.7205,41865642,Yuki,Entire home/apt,35000,4,179,1.89,44,4.96,1.0,1.0,1.0
9006622,Rental unit in Itabashi-ku,Itabashi Ku,35.74763107299805,139.70321655273438,22193183,Kyoko,Entire home/apt,10014,4,134,1.44,125,4.91,1.0,1.0,1.0
7940713,Villa in Nerima-ku,Nerima Ku,35.763,139.66878,29681737,文娟,Private room,6000,1,134,1.43,274,4.86,1.0,1.0,2.0
9036683,Home in 大田区,Ota Ku,35.59621,139.70935,47063863,Masa,Entire home/apt,6041,2,139,1.58,52,4.94,1.0,3.0,1.0
7948752,Home in Minato-ku,Minato Ku,35.6652,139.71831,35684204,Junko,Entire home/apt,13800,2,20,0.23,9,4.84,1.0,2.0,1.0
9163537,Rental unit in Itabashi-ku,Itabashi Ku,35.74768829345703,139.70339965820312,22193183,Kyoko,Entire home/apt,9657,4,112,1.21,88,4.96,1.0,1.0,1.0
7953607,Home in Suginami-ku,Suginami Ku,35.70365,139.62997,38655722,"Top Edge Co., Ltd.",Private room,4000,1,75,0.81,50,4.16,1.0,1.0,1.0
7956999,Rental unit in Shinjuku-ku,Shinjuku Ku,35.69142,139.68524,18132812,Kazumi,Entire home/apt,17579,2,188,1.98,219,4.54,1.0,2.0,1.0
9176301,Villa in Katsushika-ku,Katsushika Ku,35.73541,139.85059,12353736,Takano,Entire home/apt,13371,1,93,1.06,173,4.49,2.0,5.0,1.0
7965448,Rental unit in Shinagawa-ku,Shinagawa Ku,35.59877,139.73915,19532514,Josh F,Entire home/apt,10091,5,39,0.54,36,4.85,1.0,2.0,1.0
9206226,Home in Nakano-ku,Nakano Ku,35.71019,139.64929,46900709,Grapehouse Koenji,Shared room,4600,2,119,1.33,23,4.86,1.0,1.0,2.0
8105976,Home in 葛飾区,Katsushika Ku,35.7333,139.85079,12369727,Kei,Entire home/apt,12514,3,258,2.73,26,4.95,3.0,2.0,1.0
9239019,Guest suite in Suginami-ku,Suginami Ku,35.69144,139.66396,10986553,Veronica,Entire home/apt,9029,2,92,1.0,121,4.7,2.0,3.0,2.0
8108276,Aparthotel in Toshima-ku,Toshima Ku,35.727,139.71273,24575613,Momoe,Entire home/apt,23086,3,102,1.08,130,4.67,2.0,4.0,1.0
9437825,Rental unit in Suginami-ku,Suginami Ku,35.70399,139.59775,18776800,LiveinAsia,Entire home/apt,14500,3,16,0.18,12,4.63,1.0,1.0,1.0
9442462,Home in 中野区,Nakano Ku,35.7102,139.64928,46900709,Grapehouse Koenji,Private room,9857,1,22,0.28,363,4.86,1.0,2.0,1.0
8246244,Home in Shinjuku-ku,Shinjuku Ku,35.69024,139.68741,43430911,Ming Yang,Entire home/apt,40000,2,169,1.78,179,4.64,3.0,6.0,2.0
8264671,Home in Minato-ku,Minato Ku,35.6673,139.71916,43579713,MIho,Private room,8000,2,27,0.29,129,4.67,1.0,1.0,1.0
9454348,Home in Taitō-ku,Taito Ku,35.72517,139.76402,48993128,Hiroyuki,Entire home/apt,22943,1,160,1.74,171,4.47,2.0,3.0,2.0
8274487,Rental unit in Shinagawa-ku,Shinagawa Ku,35.61533,139.72495,5749679,Sayoko,Entire home/apt,7986,2,280,2.96,121,4.83,1.0,2.0,1.0
9481712,Rental unit in Sumida-ku,Sumida Ku,35.70806,139.8169,49146494,Shino,Entire home/apt,13943,2,169,1.91,171,4.79,1.0,2.0,1.0
9518927,Rental unit in Toshima-ku,Toshima Ku,35.73891,139.74787,48739707,Maki Nicestaytokyo,Entire home/apt,19256,1,60,0.66,245,4.58,2.0,2.0,1.0
8328784,"Rental unit in Shibuya-ku,",Shibuya Ku,35.67949,139.67874,43751877,Masami,Entire home/apt,10000,2,285,3.01,89,4.79,1.0,1.0,1.0
9519391,Home in Komae-shi,Komae Shi,35.62867,139.57602,28089811,Masato,Entire home/apt,34000,2,164,1.96,167,4.91,4.0,10.0,2.0
8372308,Rental unit in Minato-ku,Minato Ku,35.66839,139.752,43230315,Hirotake,Entire home/apt,30383,1,240,2.63,59,4.68,2.0,2.0,1.0
9532214,Home in Taitō-ku,Taito Ku,35.70046,139.7859,45326126,Hotel Asakusabashi,Entire home/apt,29829,2,95,1.08,81,4.67,2.0,6.0,2.0
8416408,Home in Setagaya,Setagaya Ku,35.65192,139.66968,34561184,Toshiro & Tanya,Private room,11980,1,65,0.69,351,4.92,1.0,2.0,1.0
9554622,Rental unit in Shinjuku-ku,Shinjuku Ku,35.69485,139.69197,49474412,Dong,Entire home/apt,17686,2,73,1.27,49,4.86,1.0,2.0,1.0
8447162,Home in Setagaya-ku,Setagaya Ku,35.66326,139.66277,14382431,Kyoko,Entire home/apt,45000,4,161,1.73,194,4.96,4.0,7.0,1.0
9578555,Home in Edogawa-ku,Edogawa Ku,35.740009,139.89624,49237439,Ken,Private room,4429,5,11,0.12,363,4.27,1.0,1.0,1.0
9601749,Rental unit in 新宿区,Shinjuku Ku,35.69531,139.68987,49474412,Dong,Entire home/apt,16286,2,60,1.13,78,4.88,1.0,2.0,1.0
8450948,Townhouse in Machida－shi,Machida Shi,35.59061,139.46899,44316986,Yukio,Entire home/apt,10000,2,157,1.79,65,4.79,3.0,2.0,1.0
